gpsDate,latitude,longitude,Power_Mode,Fuel_Consum,GD_Engine_Temp,Steering_Angle_Speed,Transmission_Type,Vehicle_Speed,Engine_Speed,Brake_Control_Volume,Radar_Cruise_State,Streering_Angle_Degree,Odometer_Reading,Hood_Courtesy,Passenger_AC_Value,Driver_AC_Value,Fuel_Gauge,Rear_Fog_Light,Front_Fog_Light,Lounge_Illum_Light,Front_Dome_Light,Slide_Roof,Passenger_Window_State,RR_Window_State,Driver_Window_State,RL_Window_State,AccelFB,AccelLR
2017-04-07T15:51:54,33.415447,-84.6029384,0,1.404,93.5,0.488,1,58.30947268,1499.21875,0,0,-3,48654,,,,,0,0,,,,,,,,,
2017-04-07T15:51:55,33.4156793,-84.6029731,0,2.0365,93.5,0.732,1,59.18560606,1540.625,0,0,-3,48654,,,,,,,,,,,,,,0.43068,0.4666
2017-04-07T15:51:56,33.4159158,-84.6030056,0,2.0385,93,0.732,1,59.91261036,1556.25,0,0,-3,,,,,,,,,,,,,,,,
2017-04-07T15:51:57,33.4161523,-84.6030404,0,2.0895,92.5,0.976,1,60.34135648,1558.59375,0,0,-1.5,48654,0,,,,,,,,,,,,,0.53835,0.28715
2017-04-07T15:51:58,33.4163954,-84.6030773,0,2.0895,92,0.976,1,60.78874374,1570.3125,0,0,-1.5,,,68,65,,,,1,0,,,,,,,
2017-04-07T15:51:59,33.4166385,-84.6031141,0,2.006,91.5,0.488,1,61.04971964,1573.4375,0,0,-3,48654,,,,,,,,,,,,,,0.28712,0.78961
2017-04-07T15:52:00,33.4168837,-84.6031489,0,1.1,91,0.976,1,61.1864213,1572.65625,0,0,0,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:01,33.4171289,-84.6031858,0,0.5265,91,0.488,1,60.75146147,1571.875,0,0,-1.5,,,,,,,,,,,,,,,0,0.43071
2017-04-07T15:52:02,33.4173763,-84.6032227,,0.368,90.5,0.732,1,60.2481508,1557.8125,0,0,-1.5,48654,,,,0,,,,,,,,,,,
2017-04-07T15:52:03,33.4176215,-84.6032595,0,0,90.5,0.732,1,59.59571105,1543.75,0,0,-1.5,,,68,65,,,,,,,,,,,-0.32301,0.43071
2017-04-07T15:52:04,33.4178646,-84.6032943,0,0,90,0.976,1,58.89977531,1522.65625,0,0,0,48654,,,,,0,0,,,,,,,,,
2017-04-07T15:52:05,33.4181076,-84.6033312,0,0,89.5,0.488,1,58.22869442,1504.6875,0,0,-1.5,,,,,,,,,,,,,,,-0.14356,0.39482
2017-04-07T15:52:06,33.4183464,-84.6033659,0,0,89,0.732,1,57.36498847,1485.15625,0,0,-1.5,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:07,33.4185807,-84.6033984,0,0.6425,88.5,0.732,1,56.89896007,1465.625,0,0,-1.5,,0,,,,,,,,,,,,,-0.03589,0.35893
2017-04-07T15:52:08,33.4188129,-84.603431,0,0.777,88,1.22,1,56.76847212,1467.96875,0,0,-1.5,48654,,,,,,,1,0,,,,,,,
2017-04-07T15:52:09,33.419043,-84.6034635,0,0.826,87.5,0.244,1,56.57584705,1466.40625,0,0,-4.5,48654,,,,,,,,,,,,,,0.28712,0.68194
2017-04-07T15:52:10,33.419273,-84.6034939,0,2.001,87,0.244,1,57.02944802,1473.4375,0,0,-4.5,,,,,,,,,,,,,,,,
2017-04-07T15:52:11,33.4195009,-84.6035265,0,2.014,86.5,0.488,1,57.74402489,1502.34375,0,0,-3,48654,,,,,,,,,,,,,,0.57424,0.50249
2017-04-07T15:52:12,33.4197309,-84.603559,0,2.0055,,0.732,1,58.4772429,1528.90625,0,0,-1.5,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:13,33.4199609,-84.6035938,0,1.378,86,0.976,1,59.23531576,1537.5,0,0,-1.5,48654,,68,65,,,,,,,,,,,0.43068,0.28715
2017-04-07T15:52:14,33.4201953,-84.6036328,0,1.0475,86,1.464,1,59.4652231,1538.28125,0,0,0,,,,,,,,,,,,,,,,
2017-04-07T15:52:15,33.4204319,-84.6036675,0,0.9975,86,1.464,1,59.82561839,1542.96875,0,0,1.5,48654,,,,,0,0,,,,,,,,0.32301,0.1077
2017-04-07T15:52:16,33.4206706,-84.6037023,0,0.9875,86,1.708,1,60.3537839,1563.28125,0,0,3,,,,,,,,,,,,,,,,
2017-04-07T15:52:17,33.4209115,-84.6037348,0,1.214,86,1.952,1,61.19884872,1587.5,0,0,4.5,48654,,,,,,,,,,,,,,0.3589,-0.17942
2017-04-07T15:52:18,33.4211545,-84.6037609,0,1.656,86,2.196,1,62.03769983,1600,0,0,4.5,,0,68,65,,,,1,0,,,,,,,
2017-04-07T15:52:19,33.4213997,-84.6037826,0,0.373,86,2.196,1,61.85750219,1598.4375,0,0,4.5,48654,,,,,,,,,,,,,,-0.25123,-0.17942
2017-04-07T15:52:20,33.4216493,-84.6037999,0,0,86,2.196,1,61.07457449,1579.6875,0,0,4.5,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:21,33.4218989,-84.6038064,0,0,86,1.708,1,60.32892905,1556.25,0,0,3,48654,,,,,,,,,,,,,,-0.21534,0.03592
2017-04-07T15:52:22,33.4221463,-84.6038064,0,0,86.5,1.708,1,59.21046091,1532.8125,0,0,3,,,,,0,,,,,,,,,,,
2017-04-07T15:52:23,33.4223872,-84.6038021,0,0,86.5,1.708,1,57.81237573,1501.5625,0.16,0,3,48654,,68,65,,,,,,,,,,,-0.17945,-0.21531
2017-04-07T15:52:24,33.422628,-84.6037891,0,0.079,,1.708,1,56.93624234,1475,0,0,1.5,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:25,33.4228624,-84.6037739,0,2.0585,87,2.44,1,57.27178279,1489.84375,0,0,4.5,,,,,,,,,,,,,,,0.53835,-0.2512
2017-04-07T15:52:26,33.4230968,-84.6037543,0,2.631,87,1.952,1,58.08577905,2264.0625,0,0,1.5,48654,,,,,0,0,,,,,,,,,
2017-04-07T15:52:27,33.423329,-84.6037305,0,4.0935,87,1.22,1,59.55842878,2265.625,0,0,3,,,,,,,,,,,,,,,,
2017-04-07T15:52:28,33.4235655,-84.6037001,0,1.0375,87,1.952,1,59.62677961,1826.5625,0,0,3,48654,0,68,65,,,,1,0,,,,,,0.21534,-0.28709
2017-04-07T15:52:29,33.4238064,-84.6036654,0,0.846,87.5,1.952,1,59.61435218,1542.1875,0,0,3,,,,,,,,,,,,,,,,
2017-04-07T15:52:30,33.4240495,-84.6036285,0,1.0505,87.5,1.952,1,59.77590869,1550,0,0,3,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:31,33.4242904,-84.6035851,0,0.619,87.5,1.708,1,59.726199,1547.65625,0,0,3,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:32,33.4245356,-84.6035373,0,0.185,88,1.464,1,59.2042472,1540.625,0,0,1.5,,,,,,,,,,,,,,,,
2017-04-07T15:52:33,33.4247765,-84.6034809,0,0.1625,88.5,1.708,1,58.62637199,1557.8125,0,0,3,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:34,33.4250152,-84.6034223,0,0.432,88.5,2.44,1,58.40267836,1514.0625,0,0,4.5,,,,,,,,,,,,,,,,
2017-04-07T15:52:35,33.4252474,-84.6033572,0,0.676,89,1.464,1,58.28461783,1505.46875,0,0,3,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:36,33.4254796,-84.6032878,0,0.981,89,1.952,1,58.53316631,1521.09375,0,0,3,,,,,,0,0,,,,,,,,0.25123,-0.2512
2017-04-07T15:52:37,33.4257075,-84.6032118,0,0.955,89.5,2.44,1,58.67608168,1521.875,0,0,4.5,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:38,33.4259353,-84.6031315,0,0.959,89.5,2.196,1,58.71957767,1525,0,0,4.5,48654,0,68,65,,,,1,0,,,,,,0.14356,-0.43065
2017-04-07T15:52:39,33.4261632,-84.6030447,0,0.598,90,1.464,1,58.32811382,1510.9375,0,0,1.5,,,,,,,,,,,,,,,,
2017-04-07T15:52:40,33.4263889,-84.6029492,0,0.444,90,1.464,1,57.57004096,1482.03125,0,0,3,48654,,,,,,,,,,,,,,-0.14356,-0.03586
2017-04-07T15:52:41,33.4266124,-84.6028516,0,0,90,1.952,1,56.24652032,1456.25,0,0,3,,,,,,,,,,,,,,,,
2017-04-07T15:52:42,33.4268316,-84.6027539,0,0,90,1.464,1,54.829794,1420.3125,0,0,3,48654,,,,0,,,,,,,,,,-0.25123,0.03592
2017-04-07T15:52:43,33.4270443,-84.6026519,0,0,90.5,1.952,1,53.33228943,1381.25,0,0,3,,,68,65,,,,,,,,,,,,
2017-04-07T15:52:44,33.4272504,-84.6025499,0,0,90.5,1.708,1,51.85342599,1347.65625,0,0,3,48654,,,,,,,,,,,,,,-0.07178,-0.21531
2017-04-07T15:52:45,33.4274501,-84.6024457,,0.303,90.5,1.708,1,50.62311103,1337.5,0,0,3,,,,,,,,,,,,,,,,
2017-04-07T15:52:46,33.4276411,-84.6023372,0,0.3285,,1.708,1,48.72171518,1267.96875,0.74,0,3,48654,,,,,,,,,,,,,,-0.82547,-0.07175
2017-04-07T15:52:47,33.4278255,-84.6022331,0,0.088,90.5,1.952,1,45.50301241,1132.8125,0.94,0,3,48654,,,,,0,0,,,,,,,,,
2017-04-07T15:52:48,33.4280013,-84.6021267,0,0,90.5,1.464,1,41.55109162,1295.3125,1.38,0,1.5,,0,68,65,,,,1,0,,,,,,-1.29204,0.1077
2017-04-07T15:52:49,33.4281641,-84.6020226,0,0,91,1.22,1,37.43140062,1157.03125,1.58,0,0,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:50,33.428316,-84.6019227,0,0,91,1.22,1,33.48569355,1278.90625,0.94,0,1.5,48654,,,,,,,,,,,,,,-1.00492,0.25126
2017-04-07T15:52:51,33.4284505,-84.6018338,0,0,91,1.464,1,29.47784936,1030.46875,1.4,0,1.5,48654,,,,,,,,,,,,,,,
2017-04-07T15:52:52,33.4285677,-84.6017513,0,0.226,91,1.22,1,26.56361847,1225.78125,0.52,0,0,48654,,,,0,,,,,,,,,,-0.50246,0.35893
2017-04-07T15:52:53,33.428674,-84.6016775,0,0.2705,91,1.22,1,24.3888193,1164.0625,0.62,0,1.5,48655,,68,65,,,,,,,,,,,,
2017-04-07T15:52:54,33.4287674,-84.6016102,0,0.2575,91,1.22,1,22.08353217,1120.3125,0.86,0,0,48655,,,,,,,,,,,,,,-0.89725,0.21537
2017-04-07T15:52:55,33.4288542,-84.6015473,0,0.253,91,1.22,1,18.82754712,1042.1875,1.02,0,3,48655,,,,,,,,,,,,,,-0.93314,0.28715
2017-04-07T15:52:56,33.4289323,-84.6014887,0,0.2325,91,1.22,1,16.05623161,927.34375,1.1,0,1.5,,,,,,,,,,,,,,,,
2017-04-07T15:52:57,33.4289996,-84.6014366,0,0.225,91,0.976,1,12.66975861,843.75,1.42,0,0,48655,,,,,0,0,,,,,,,,-1.4356,0.28715
2017-04-07T15:52:58,33.429056,-84.6013932,0,0.2545,91,0.732,1,10.22776982,810.9375,0.38,0,0,48655,,,,,,,,,,,,,,,
2017-04-07T15:52:59,33.4291016,-84.6013563,0,0.236,91,0.732,1,8.842112066,750,0.72,0,-1.5,,0,,,,,,1,0,,,,,,-0.64602,0.28715
2017-04-07T15:53:00,33.4291385,-84.6013281,0,0.214,91,0.732,1,7.04634932,674.21875,0.54,0,0,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:01,33.4291688,-84.6013021,0,0.24,91,0.976,1,5.188449455,782.03125,0.7,0,0,,,,,,,,,,,,,,,-0.61013,0.32304
2017-04-07T15:53:02,33.4291927,-84.6012826,0,0.212,91,0.976,1,4.001630478,826.5625,0.22,0,0,48655,,,,,,,,,,,,,,-0.10767,0.32304
2017-04-07T15:53:03,33.4292122,-84.6012674,0,0.2105,,0.732,1,3.597739203,788.28125,0,0,1.5,48655,,68,65,,,,,,,,,,,,
2017-04-07T15:53:04,33.4292253,-84.6012565,0,0.497,91,0.976,1,4.20046926,1048.4375,0,0,1.5,48655,,,,,,,,,,,,,,1.00492,0.32304
2017-04-07T15:53:05,33.4292361,-84.6012457,0,0.8975,91,0.732,1,7.332180068,1632.8125,0,0,0,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:06,33.4292513,-84.6012348,0,1.076,91,0.732,1,9.867374533,1594.53125,0,0,-3,,,,,,,,,,,,,,,1.90217,0.39482
2017-04-07T15:53:07,33.429273,-84.6012153,0,1.051,91.5,1.22,1,12.27208105,1615.625,0,0,1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:08,33.4293034,-84.6011892,0,0.926,91.5,0.976,1,13.91871471,1734.375,0,0,0,,,,,,0,0,,,,,,,,0.86136,0.28715
2017-04-07T15:53:09,33.4293424,-84.6011567,0,1.02,91.5,0.732,1,15.85739283,1567.1875,0,0,-1.5,48655,0,,,,,,,,,,,,,,
2017-04-07T15:53:10,33.4293902,-84.6011198,0,1.184,91.5,1.22,1,17.98869602,1602.34375,0,0,0,48655,,,,,,,1,0,,,,,,1.32793,0.17948
2017-04-07T15:53:11,33.4294401,-84.6010786,0,1.7035,91.5,1.708,1,20.07028951,1406.25,0,0,4.5,,,,,,,,,,,,,,,,
2017-04-07T15:53:12,33.4295009,-84.6010286,0,1.1135,91.5,0.732,1,21.8909071,1367.96875,0,0,0,48655,,,,0,,,,,,,,,,0.93314,0.35893
2017-04-07T15:53:13,33.429566,-84.6009744,,1.7795,91.5,0.976,1,24.08434741,1434.375,0,0,0,48655,,68,65,,,,,,,,,,,,
2017-04-07T15:53:14,33.4296376,-84.6009158,0,2.0565,91.5,0.976,1,26.53254991,1540.625,0,0,3,,,,,,,,,,,,,,,1.11259,0.32304
2017-04-07T15:53:15,33.4297179,-84.6008485,0,1.9055,91.5,0.488,1,28.75705878,1448.4375,0,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:16,33.4298025,-84.6007747,0,2.0095,92,0.732,1,31.22390241,1518.75,0,0,-1.5,48655,,,,,,,,,,,,,,1.0767,0.4666
2017-04-07T15:53:17,33.4298958,-84.6006944,0,2.1025,92,0.488,1,33.34277818,1587.5,0,0,-1.5,,,,,,,,,,,,,,,,
2017-04-07T15:53:18,33.4299978,-84.6006076,0,1.6355,92.5,0.488,1,35.31873857,1680.46875,0,0,-1.5,48655,,68,65,,,,,,,,,,,1.00492,0.21537
2017-04-07T15:53:19,33.4301063,-84.6005143,0,1.761,92.5,0.732,1,37.23877555,1477.34375,0,0,-1.5,,,,,,0,0,,,,,,,,,
2017-04-07T15:53:20,33.4302214,-84.6004188,0,1.11,93,0.488,1,38.50637278,1450.78125,0,0,-6,48655,0,,,,,,1,0,,,,,,0.64602,0.57427
2017-04-07T15:53:21,33.4303429,-84.6003168,0,1.0985,93,0.488,1,39.67455062,1222.65625,0,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:22,33.4304709,-84.6002083,0,1.0295,92.5,0.976,1,40.97321642,1265.625,0,0,-1.5,,,,,0,,,,,,,,,,0.57424,0.17948
2017-04-07T15:53:23,33.4306033,-84.600102,0,1.7955,92.5,0.976,1,42.82490257,1313.28125,0,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:24,33.4307378,-84.5999891,0,1.8135,92,0.976,1,44.80086296,1395.3125,0,0,0,48655,,,,,,,,,,,,,,0.64602,0.1077
2017-04-07T15:53:25,33.4308789,-84.5998741,0,2.144,92,0.976,1,46.92595244,1850,0,0,0,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:26,33.4310265,-84.5997504,0,3.2925,91.5,0.732,1,49.38658236,2275,0,0,-1.5,,,,,,,,,,,,,,,1.04081,0.1077
2017-04-07T15:53:27,33.4311827,-84.5996202,,0.4255,91,0.244,1,50.50505051,1542.1875,0,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:28,33.4313433,-84.5994835,0,0.326,91,0.732,1,51.1264217,1311.71875,0,0,-1.5,,,68,65,,,,,,,,,,,-0.10767,0.21537
2017-04-07T15:53:29,33.4315104,-84.5993424,0,0,90.5,0.732,1,51.35632904,1302.34375,0,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:30,33.4316797,-84.5991992,0,0,90,0.244,1,51.56759524,1304.6875,0,0,-1.5,,,,,,0,0,1,0,,,,,,-0.10767,0.32304
2017-04-07T15:53:31,33.4318511,-84.599056,0,0,,0.732,1,51.97770023,1303.90625,0,0,-1.5,48655,0,,,,,,,,,,,,,,
2017-04-07T15:53:32,33.4320226,-84.5989128,0,0,90,0.732,1,52.220035,1310.15625,0,0,0,,,,,,,,,,,,,,,-0.21534,0.07181
2017-04-07T15:53:33,33.4321962,-84.5987695,0,0,89.5,0.732,1,52.59907142,1311.71875,0,0,-1.5,48655,,68,65,,,,,,,,,,,,
2017-04-07T15:53:34,33.4323698,-84.5986263,0,0,89.5,0.244,1,52.92839815,1321.09375,0,0,-1.5,48655,,,,,,,,,,,,,,-0.14356,0.21537
2017-04-07T15:53:35,33.4325456,-84.5984809,0,0.334,89,0.976,1,53.30122087,1477.34375,0,0,1.5,,,,,,,,,,,,,,,,
2017-04-07T15:53:36,33.4327257,-84.5983355,0,1.113,89,0.488,1,54.13385827,1561.71875,0,0,-1.5,48655,,,,,,,,,,,,,,0.39479,0.21537
2017-04-07T15:53:37,33.4329015,-84.5981879,0,0.1495,88.5,0.732,1,54.34512447,1387.5,0,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:38,33.4330816,-84.5980382,0,0,87.5,0.976,1,54.10278971,1371.09375,0,0,0,48655,,,,,,,,,,,,,,-0.14356,0.21537
2017-04-07T15:53:39,33.4332617,-84.5978885,0,0,87,0.488,1,53.44413624,1355.46875,0.92,0,-3,,,,,,,,,,,,,,,,
2017-04-07T15:53:40,33.4334418,-84.5977344,0,0,86.5,0.488,1,50.67282073,1276.5625,1.24,0,-1.5,48655,,,,,,,1,0,,,,,,-1.32793,0.28715
2017-04-07T15:53:41,33.4336198,-84.5975868,0,0,86,0.488,1,48.86463056,1225,0.32,0,0,,0,,,,0,0,,,,,,,,,
2017-04-07T15:53:42,33.4337912,-84.5974457,0,0,85.5,1.22,1,46.83896047,1127.34375,0.84,0,1.5,48655,,,,0,,,,,,,,,,-0.89725,0.1077
2017-04-07T15:53:43,33.4339562,-84.597309,0,0,85.5,1.22,1,44.49639108,1375,0.82,0,1.5,48655,,68,65,,,,,,,,,,,,
2017-04-07T15:53:44,33.4341146,-84.5971788,0,0,85,0.976,1,41.7996401,1270.3125,1.42,0,0,,,,,,,,,,,,,,,-1.61505,0.17948
2017-04-07T15:53:45,33.4342622,-84.597053,0,0,85,0.732,1,37.82907818,1139.0625,1.58,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:46,33.434401,-84.5969336,0,0,85,0.488,1,34.35561322,1307.8125,1.14,0,-3,48655,,,,,,,,,,,,,,-1.36382,0.53838
2017-04-07T15:53:47,33.4345291,-84.5968251,0,0,84.5,0.244,1,31.09341446,1117.96875,1.1,0,-3,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:48,33.4346441,-84.5967274,0,0,84.5,0.244,1,28.80055476,1318.75,0.04,0,-1.5,,,68,65,,,,,,,,,,,-0.17945,0.32304
2017-04-07T15:53:49,33.4347504,-84.5966385,0,0,84,0.732,1,27.75043745,1202.34375,0.08,0,-1.5,48655,,,,,,,,,,,,,,-0.17945,0.32304
2017-04-07T15:53:50,33.4348503,-84.5965603,0,0,84,0.976,1,26.3709934,991.40625,0.48,0,0,48655,,,,,,,1,0,,,,,,,
2017-04-07T15:53:51,33.4349436,-84.5964822,0,0.318,84,0.732,1,24.61872664,1100,0.48,0,-1.5,48655,,,,,0,0,,,,,,,,,
2017-04-07T15:53:52,33.4350326,-84.5964084,0,0.269,84,0.488,1,22.76704048,1135.9375,0.5,0,-1.5,,0,,,,,,,,,,,,,,
2017-04-07T15:53:53,33.435115,-84.596339,0,0.261,83.5,0.976,1,20.76001153,1089.0625,0.6,0,1.5,48655,,,,,,,,,,,,,,-0.53835,0.17948
2017-04-07T15:53:54,33.435191,-84.596276,0,0.253,83.5,0.976,1,19.61668854,1043.75,0.14,0,0,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:55,33.4352604,-84.5962174,0,0.234,,0.488,1,18.07568798,1007.03125,0.56,0,-1.5,,,,,,,,,,,,,,,,
2017-04-07T15:53:56,33.4353255,-84.596161,0,0.2345,83.5,0.488,1,16.77702219,957.8125,0.28,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:53:57,33.4353885,-84.5961111,0,0.224,83.5,0.732,1,14.54629961,886.71875,0.82,0,0,,,,,,,,,,,,,,,-0.7178,0.14359
2017-04-07T15:53:58,33.4354427,-84.5960634,,0.251,83.5,0.732,1,11.73148811,947.65625,0.94,0,0,48655,,68,65,,,,,,,,,,,-1.00492,0.17948
2017-04-07T15:53:59,33.4354926,-84.59602,0,0.211,84,0.732,1,8.400938519,758.59375,0.98,0,0,,,,,,,,,,,,,,,,
2017-04-07T15:54:00,33.4355339,-84.5959874,0,0.219,84,0.732,1,5.828461783,682.03125,0.04,0,0,48655,,,,,,,1,0,,,,,,0.03589,0.28715
2017-04-07T15:54:01,33.4355642,-84.5959614,0,0.278,84,0.732,1,5.176022031,1225.78125,0,0,0,,,,,,,,,,,,,,,,
2017-04-07T15:54:02,33.4355838,-84.595944,0,0.839,84.5,0.976,1,7.058776744,1603.90625,0,0,1.5,48655,,,,0,0,0,,,,,,,,1.50738,0.17948
2017-04-07T15:54:03,33.4356011,-84.595931,0,1.3115,,0.488,1,9.699604311,1773.4375,0,0,-3,48655,0,,,,,,,,,,,,,,
2017-04-07T15:54:04,33.4356228,-84.5959115,0,1.67,85,0.732,1,13.91871471,2125.78125,0,0,-3,48655,,,,,,,,,,,,,,2.90709,0.25126
2017-04-07T15:54:05,33.4356532,-84.5958854,0,2.2235,85,0.732,1,17.0442118,2023.4375,0,0,-3,,,,,,,,,,,,,,,,
2017-04-07T15:54:06,33.4356966,-84.5958507,0,2.563,85.5,0.732,1,20.59224131,1730.46875,0,0,-3,48655,,,,,,,,,,,,,,1.7945,0.35893
2017-04-07T15:54:07,33.435753,-84.595803,0,2.509,85.5,0.976,1,22.85403245,1803.125,0,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:54:08,33.4358181,-84.5957487,0,2.6685,86,0.976,1,24.82999284,2007.03125,0,0,0,,,68,65,,,,,,,,,,,1.7945,0.25126
2017-04-07T15:54:09,33.4358919,-84.5956879,0,4.368,86,1.22,1,28.32209894,2529.6875,0,0,0,48655,,,,,,,,,,,,,,,
2017-04-07T15:54:10,33.4359722,-84.5956185,0,4.1985,86.5,0.732,1,31.90741072,2655.46875,0,0,-3,,,,,,,,,,,,,,,2.29696,0.35893
2017-04-07T15:54:11,33.4360634,-84.5955425,0,3.56,87,0.488,1,33.95793566,2207.8125,0,0,-3,48655,,,,,,,1,0,,,,,,,
2017-04-07T15:54:12,33.4361654,-84.5954557,,1.451,88,0.488,1,34.29968981,2087.5,0,0,-3,,,,,0,0,0,,,,,,,,0.57424,0.28715
2017-04-07T15:54:13,33.436276,-84.5953646,0,0.9825,88.5,0.732,1,34.21891156,1736.71875,0,0,-1.5,48655,0,68,65,,,,,,,,,,,,
2017-04-07T15:54:14,33.4363889,-84.5952691,0,0.9465,89,0.732,1,34.09463732,1760.15625,0,0,-1.5,,,,,,,,,,,,,,,0.64602,0.17948
2017-04-07T15:54:15,33.4365017,-84.5951758,0,1.4805,89.5,0.488,1,34.64144397,1476.5625,0,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:54:16,33.4366146,-84.5950825,0,2.386,90,0.488,1,35.71020242,1964.84375,0,0,-3,,,,,,,,,,,,,,,1.22026,0.17948
2017-04-07T15:54:17,33.4367296,-84.5949848,0,3.2705,90.5,0.732,1,37.31955381,2262.5,0,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:54:18,33.4368468,-84.5948893,0,3.3985,91,0.488,1,39.20852223,2163.28125,0,0,-1.5,48655,,68,65,,,,,,,,,,,1.11259,0.17948
2017-04-07T15:54:19,33.4369705,-84.5947873,0,1.779,91.5,0.732,1,39.90445797,1998.4375,0,0,-1.5,,,,,,,,,,,,,,,,
2017-04-07T15:54:20,33.4371007,-84.594681,,2.097,92,0.732,1,41.11613179,2023.4375,0,0,-1.5,48655,,,,,,,,,,,,,,1.00492,0.1077
2017-04-07T15:54:21,33.4372309,-84.5945725,0,2.1655,92.5,1.22,1,42.2656685,2060.9375,0,0,1.5,,,,,,,,1,0,,,,,,,
2017-04-07T15:54:22,33.4373676,-84.5944596,0,1.391,93,0.976,1,42.57635409,1803.125,0,0,0,48655,,,,0,0,0,,,,,,,,0.25123,0.14359
2017-04-07T15:54:23,33.4375087,-84.5943424,0,1.205,93.5,0.732,1,43.00510021,1570.3125,0,0,-1.5,48655,0,68,65,,,,,,,,,,,,
2017-04-07T15:54:24,33.4376497,-84.5942231,0,1.6995,93.5,0.732,1,43.94958443,1368.75,0,0,-1.5,,,,,,,,,,,,,,,0.75369,0.21537
2017-04-07T15:54:25,33.437793,-84.5941016,0,1.6685,94,0.732,1,44.94999205,1387.5,0,0,-1.5,48655,,,,,,,,,,,,,,,
2017-04-07T15:54:26,33.4379384,-84.5939779,0,1.058,94,0.244,1,45.45330271,1414.84375,0,0,-3,48655,,,,,,,,,,,,,,0.46657,0.43071
2017-04-07T15:54:27,33.4380859,-84.593852,0,0.714,94,0.488,1,45.59621809,1423.4375,0,0,-3,,,,,,,,,,,,,,,,
2017-04-07T15:54:28,33.4382378,-84.593724,0,0.6315,94,0.732,1,45.5527221,1175.78125,0,0,-1.5,48655,,,,,,,,,,,,,,0.14356,0.35893
2017-04-07T15:54:29,33.4383898,-84.5935959,0,0.301,94,0.732,1,45.02455659,1260.15625,0,0,-1.5,,,,,,,,,,,,,,,,
2017-04-07T15:54:30,33.4385417,-84.5934679,0,0.388,94,0.732,1,44.62687903,1153.125,0,0,-1.5,48655,,,,,,,,,,,,,,0,0.39482
2017-04-07T15:54:31,33.4386914,-84.593342,0,0.2335,93.5,0.488,1,43.55812058,1125.78125,0.5,0,-1.5,,,,,,,,,,,,,,,,
2017-04-07T15:54:32,33.4388411,-84.5932161,0,0,93.5,0.732,1,41.73128927,1092.1875,0.36,0,0,48655,,,,0,,,1,0,,,,,,-0.39479,0.14359
2017-04-07T15:54:33,33.4389865,-84.5930968,0,0,,1.22,1,40.22135727,1243.75,0.04,0,0,,,68,65,,0,0,,,,,,,,,
2017-04-07T15:54:34,33.4391254,-84.5929796,0,0,93,0.976,1,38.5685099,1190.625,0.34,0,-1.5,48655,0,,,,,,,,,,,,,-0.46657,0.50249
2017-04-07T15:54:35,33.43926,-84.5928668,0,0,93,0.488,1,36.92187624,1251.5625,0,0,-3,48655,,,,,,,,,,,,,,,
2017-04-07T15:54:36,33.439388,-84.5927582,0,1.3475,92.5,0,1,36.88459397,2034.375,0,0,-3,48655,,,,,,,,,,,,,,1.0767,0.28715
2017-04-07T15:54:37,33.4395117,-84.5926541,0,3.571,92,0.976,1,38.13355007,2033.59375,0,0,0,,,,,,,,,,,,,,,,
2017-04-07T15:54:38,33.4396332,-84.5925521,0,1.5285,91.5,0.732,1,38.40073968,1824.21875,0,0,0,48655,,,,,,,,,,,,,,0.7178,0.00003
2017-04-07T15:54:39,33.4397591,-84.5924501,,1.6275,90.5,0.976,1,38.58093733,2001.5625,0,0,0,,,,,,,,,,,,,,,,
2017-04-07T15:54:40,33.4398872,-84.5923438,0,1.6835,89.5,0.732,1,39.07803428,1914.0625,0,0,0,48655,,,,,,,,,,,,,,0.89725,0.14359
